a_id,a_name,a_country,a_city,a_prov,a_web
13243,school teacher education university applied sciences st. gallen,switzerland,st gallen,,http://www.phsg.ch
13244,university education freiburg,germany,freiburg,,http://www.ph-freiburg.de
13246,heidelberg university education,germany,heidelberg,,http://www.ph-heidelberg.de
13247,karlsruhe university education,germany,karlsruhe,Baden-Wurttemberg,http://www.ph-karlsruhe.de/cms/
13248,ludwigsburg university education,germany,ludwigsburg,,http://www.ph-ludwigsburg.de
13249,university teacher education schaffhausen,switzerland,schaffhausen,,http://www.phsh.ch
13250,university education schwabisch gmund,germany,schwabisch gmund,,http://www.ph-gmuend.de
13252,university teacher education valais,switzerland,saint maurice,,http://www.phvs.ch
13253,university education weingarten,germany,weingarten,,http://www.ph-weingarten.de
13258,university teacher education zurich,switzerland,zurich,,http://www.phzh.ch/
13259,padmashree dr. d. y. patil vidyapeeth,india,navi mumbai,Maharashtra,http://www.dypatil.ac.in
13260,padova college,philippines,mabalacat,Pampanga,
13262,pagadian capitol college,philippines,pagadian city,Zamboanga del Sur,
13264,paichai university,south korea,daejeon,Chungnam-do,http://www.pcu.ac.kr
13265,paier college art,united states,hamden, Connecticut,http://www.paiercollegeofart.edu
13266,paine college,united states,augusta, Georgia,http://www.paine.edu
13267,pakistan institute development economics,pakistan,islamabad,,http://www.pide.org.pk/
13268,pakistan institute engineering applied sciences,pakistan,islamabad,,http://www.pieas.edu.pk
13270,paktia university,afghanistan,gardez,Paktia,http://www.pu.edu.af/
13271,palamuru university,india,mahboobnagar,Andhra Pradesh,http://www.palamuruuniversity.ac.in/
13272,palaris college,philippines,san carlos city,Pangasinan,
13273,palawan state university,philippines,puerto princesa city,Palawan,http://www.psu.itgo.com
13274,palawan technological college,philippines,puerto princesa city,Palawan,http://www.ptci-edu.ph
13275,polessky state university,belarus,pinsk,,http://www.psunbrb.by
13276,palestine ahliya university college,palestine,bethlehem,Bethlehem,http://www.paluniv.edu.ps
13277,palestine college nursing khan younis,palestine,khan younis,Gaza Strip,
13278,palestine polytechnic university,palestine,hebron,West Bank,http://www.ppu.edu
13279,palestine technical college al aroub,palestine,hebron,West Bank,http://www.ptca.edu.ps
13280,palestine technical college deir el balah,palestine,deir el balah,Gaza,http://www.ptcdb.edu.ps/mainsite
13281,palestine technical college ramallah,palestine,ramallah,West Bank,http://www.ptcr.edu.ps
13282,palestine technical university kadoorie,palestine,tulkarem,West Bank,http://www.ptuk.edu.ps/
13283,palm beach atlantic university,united states,west palm beach, Florida,http://www.pba.edu
13284,palm beach state college,united states,lake worth, Florida,http://www.palmbeachstate.edu/
13286,palmer college chiropractic,united states,davenport, Iowa,http://www.palmer.edu/
13287,palmer college chiropractic west,united states,san jose, California,http://www.palmer.edu
13288,palo alto university,united states,palo alto, California,http://www.paloaltou.edu
13289,palompon polytechnic state university,philippines,palompon,Leyte,http://www.pit.edu.ph
13290,palucca university dance dresden,germany,dresden,,http://www.palucca-schule-dresden.de
13292,araullo university,philippines,cabanatuan city,Nueva Ecija,http://www.au.phinma.edu.ph
13293,university cabuyao,philippines,cabuyao,Laguna,
13294,university marikina city,philippines,marikina city,"Second District, Metro Manila",
13295,university city manila intramuros,philippines,city manila,"First District, Metro Manila",http://www.plm.edu.ph
13296,university muntinlupa city,philippines,city muntinlupa,"Fourth District, Metro Manila",http://www.plmun.edu.ph
13297,university pasay city,philippines,pasay city,"Fourth District, Metro Manila",
13298,university pasig city,philippines,city pasig,"Second District, Metro Manila",http://www.plp.edu.ph
13299,university taguig city,philippines,taguig city,"Fourth District, Metro Manila",
13300,university valenzuela city,philippines,city valenzuela,"Third District, Metro Manila",http://plv.edu.ph
13301,university montalban,philippines,montalban,Rizal,
13302,new era university,philippines,quezon city,"Second District, Metro Manila",http://www.neu.edu.ph
13303,university santo tomas,philippines,city manila,"First District, Metro Manila",http://www.ust.edu.ph/
13305,mauban university college,philippines,mauban,Quezon,
13306,pampanga colleges,philippines,macabebe,Pampanga,http://pampangacolleges.net
13307,pamukkale university,turkey,denizli,,http://pau.edu.tr/pau/
13309,pan african university,nigeria,lagos,Lagos State,http://www.pau.edu.ng/
13310,panay technological college,philippines,kalibo,Aklan,
13312,pandit bhagwat dayal sharma university health sciences rohtak,india,rohtak,Haryana,http://www.uhsr.ac.in/
13313,pandit deendayal petroleum university,india,gandhinagar,Gujarat,http://www.pdpu.ac.in
13314,pandit dwarka prasad mishra indian institute information technology design manufacturing jabalpur,india,jabalpur,Madhya Pradesh,http://www.iiitdmj.ac.in
13315,pt. ravishankar shukla university,india,raipur,Madhya Pradesh (Chhattisgarh),http://www.prsu.ac.in
13316,university crete,greece,rethymnon,,http://www.uoc.gr
13317,university ssaly,greece,volos,Magnesia,http://www.uth.gr
13318,university aegean,greece,mytilene,Lesvos,http://www.aegean.gr
13319,university ioannina,greece,ioannina,,http://www.uoi.gr
13320,university macedonia,greece,thessaloniki,,http://www.uom.gr
13321,university patras,greece,rio patras,,http://www.upatras.gr
13322,university piraeus,greece,piraeus,,http://www.unipi.gr
13323,pan european university,slovak republic,bratislava,,http://www.paneurouni.com
13325,pan european university apeiron,bosnia and herzegovina,banja luka,,http://www.apeiron-uni.eu/
13326,pangasinan memorial college,philippines,lingayen,Pangasinan,
13327,pangasinan merchant marine academy,philippines,dagupan city,Pangasinan,
13328,pangasinan state university,philippines,lingayen,Pangasinan,http://www.psu.edu.ph
13330,panjab university,india,chandigarh,Union Territory,http://www.puchd.ac.in
13331,pannasastra university cambodia,cambodia,phnom penh,,http://www.puc.edu.kh/
13332,university pannonia,hungary,veszprem,,http://www.uni-pannon.hu
13333,panpacific university north philippines,philippines,urdaneta city,Pangasinan,http://www.punp.edu.ph
13334,opole medical school,poland,opole,opolskie,http://www.wsm.opole.pl
13335,pope john paul ii state school higher education biala podlaska,poland,biala podlaska,lubelskie,http://www.pswbp.pl
13336,lodz film school,poland,lodz,lodzkie,http://www.filmschool.lodz.pl
13337,state college computer science business administration lomza,poland,lomza,podlaskie,http://www.pwsip.edu.pl
13338,ludwik solski state drama school krakow,poland,krakow,malopolskie,http://www.pwst.krakow.pl
13339,bronislaw markiewicz state school higher vocational education jaroslaw,poland,jaroslaw,podkarpackie,http://www.pwste.edu.pl
13340,east european state higher school przemysl,poland,przemysl,podkarpackie,http://www.pwsw.pl
13341,angelus silesius state school higher vocational education walbrzych,poland,walbrzych,dolnoslaskie,http://www.pwsz.com.pl
13342,jan amos komienski state school higher vocational education leszno,poland,leszno,wielkopolskie,http://www.pwsz.edu.pl
13343,jan grodek higher vocational state school sanok,poland,sanok,podkarpackie,http://www.pwsz-sanok.edu.pl
13344,president stanislaw wojciechowski higher vocational state school kalisz,poland,kalisz,wielkopolskie,http://www.pwsz.kalisz.pl
13345,public high vocational school named by prof. stanislaw tarnowski tarnobrzeg,poland,tarnobrzeg,podkarpackie,http://www.pwsz.tarnobrzeg.pl
13346,state school higher education oswiecim,poland,oswiecim,malopolskie,http://www.pwsz-oswiecim.edu.pl
13347,stanislaw staszic state school higher vocational education pila,poland,pila,wielkopolskie,http://www.pwsz.pila.pl
13348,state higher school vocational education zamosc,poland,zamosc,lubelskie,http://www.pwszzamosc.pl
13349,witelon university applied sciences legnica,poland,legnica,dolnoslaskie,http://www.pwsz.legnica.edu.pl
13350,state school higher education chelm,poland,chelm,lubelskie,http://www.pwsz.chelm.pl
13351,state school higher vocational education ciechanow,poland,ciechanow,mazowieckie,http://www.pwszciechanow.edu.pl
13352,state university applied sciences elblag,poland,elblag,warminsko-mazurskie,http://www.pwsz.elblag.pl
13353,state higher vocational school gniezno,poland,gniezno,wielkopolskie,http://www.pwsz-gniezno.edu.pl
13354,state higher vocational school gorzow wielkopolski,poland,gorzow wielkopolski,lubuskie,http://www.pwsz.pl
13355,state higher vocational school glogow,poland,glogow,dolnoslaskie,http://pwsz.glogow.pl
13356,state university applied sciences konin,poland,konin,wielkopolskie,http://www.pwsz.konin.edu.pl
13357,state higher vocational school koszalin,poland,koszalin,zachodniopomorskie,http://www.pwsz-koszalin.pl
13358,state higher vocational school krosno,poland,krosno,podkarpackie,http://www.pwsz.krosno.pl
13359,state higher vocational school nowy sacz,poland,nowy sacz,malopolskie,http://www.pwsz-ns.edu.pl
13360,school higher vocational education nysa,poland,nysa,opolskie,http://www.pwsz.nysa.pl
13361,state school higher professional education plock,poland,plock,mazowieckie,http://www.pwszplock.pl
13362,state higher vocational school raciborz,poland,raciborz,slaskie,http://www.pwsz-raciborz.prv.pl
13363,state higher vocational school sandomierz,poland,sandomierz,swietokrzyskie,http://www.pwsz.sandomierz.pl
13364,state higher vocational school skierniewice,poland,skierniewice,lodzkie,http://www.pwsz.skierniewice.pl
13365,state higher vocational school sulechow,poland,sulechow,lubuskie,http://www.pwsz.sulechow.pl
13366,higher vocational school suwalki,poland,suwalki,podlaskie,http://www.pwsz.suwalki.pl
13367,state higher vocational school tarnow,poland,tarnow,malopolskie,http://www.pwsztar.edu.pl
13368,state higher vocational school walcz,poland,walcz,zachodniopomorskie,http://www.pwszwalcz.org.pl
13369,higher vocational state school wloclawek,poland,wloclawek,kujawsko-pomorskie,http://www.psww.pl
13370,panteion university economics political science,greece,athinai,,http://www.panteion.gr
13371,panzhihua university,china,panzhihua,Sichuan Province,http://www.panzhihua-university.com
13372,pontifical faculty ology warsaw,poland,warszawa,mazowieckie,http://www.bobolanum.edu.pl
13373,pontifical faculty ology wroclaw,poland,wroclaw,dolnoslaskie,http://www.pwt.wroc.pl
13379,papua new guinea university technology,papua new guinea,lae,Morobe Province,http://www.unitech.ac.pg
13380,paracelsus private medical university,austria,salzburg,Salzburg,http://www.pmu.ac.at
13381,paradigm college science technology,philippines,roxas,Oriental Mindoro,
13382,parang foundation college,philippines,parang,Shariff Kabunsuan,
13383,pardee rand graduate school,united states,santa monica, California,http://www.prgs.edu
13384,paris college art,france,paris,,http://www.paris.edu
13385,park university,united states,parkville, Missouri,http://www.park.edu
13386,parker university,united states,dallas, Texas,http://www.parker.edu
13388,partido college,philippines,goa,Camarines Sur,
13389,partido state university,philippines,goa,Camarines Sur,http://www.parsu.edu.ph
13390,parwan higher education institution,afghanistan,charikar,Parwan,http://www.parwan-in.edu.af
13391,pasig catholic college,philippines,pasig city,Metro Manila,http://www.pasigcatholic.edu.ph/
13392,pass college,philippines,alaminos city,Pangasinan,
13393,passi city college,philippines,passi city,Iloilo,http://citycollege03.wordpress.com/2012/12/04/hello-world
13394,pateros technological college,philippines,pateros,Metro Manila,http://ptc.edu.ph
13395,pathein university,myanmar,pathein,Ayeyarwady,
13396,patna university,india,patna,Bihar,http://pucc.bih.nic.in/
13397,patria sable corpus college,philippines,santiago city,Isabela,
13400,patts college aeronautics,philippines,city paranaque,"Fourth District, Metro Manila",http://www.patts.edu.ph
13401,patuakhali science technology university,bangladesh,patuakali,,http://pstu.ac.bd
13402,paul quinn college,united states,dallas, Texas,http://www.pqc.edu
13403,paul smiths college,united states,paul smiths, New York,http://www.paulsmiths.edu
13404,paul university,nigeria,awka,Anambra-State,http://www.pauluniversity.edu.ng
13405,pavlodar state pedagogical institut,kazakhstan,pavlodar,,http://www.ppi.kz/
13406,s. toraigirov pavlodar state university,kazakhstan,pavlodar,,http://www.psu.kz
13407,payame noor university distance education,iran,tehran,Tehran,http://www.pnu.ac.ir
13408,pazmany peter catholic university budapest,hungary,budapest,,http://www.ppke.hu
13409,william peace university,united states,raleigh, North Carolina,http://www.peace.edu
13410,pec university technology,india,chandigarh,Union Territory,http://www.pec.ac.in
13411,university pecs,hungary,pecs,,http://www.pte.hu
13412,pedagogical institute vardenis named after v. hambardzumyan,armenia,vardenis,,
13415,peirce college,united states,philadelphia, Pennsylvania,http://www.peirce.edu
